img_path,orientation
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0507M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0507M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0507M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0507M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0508M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0508M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0508M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0508M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0508M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0509M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0509M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0509M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0509M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0509M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0510M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0510M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0510M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0510M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0510M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0511M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0511M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0511M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0511M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0511M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0512M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0512M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0512M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0512M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0512M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0513M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0513M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0513M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0513M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0513M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0514M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0514M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0514M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0514M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0514M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0515M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0515M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0515M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0515M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0515M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0516M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0516M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0516M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0516M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0516M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0517M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0517M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0517M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0517M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0517M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0518M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0518M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0518M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0518M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0518M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0519M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0519M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0519M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0519M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0519M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0520M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0520M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0520M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0520M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0520M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0521M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0521M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0521M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0521M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0521M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0522M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0522M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0522M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0522M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0522M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0523M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0523M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0523M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0523M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0523M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0524M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0524M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0524M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0524M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0524M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0525M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0525M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0525M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0525M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0525M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0526M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0526M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0526M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0526M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0526M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0527M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0527M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0527M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0527M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0527M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0528M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0528M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0528M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0528M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0528M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0529M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0529M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0529M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0529M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0529M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0530M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0530M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0530M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0530M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0530M000P00A5.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0531M000P00A1.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0531M000P00A2.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0531M000P00A3.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0531M000P00A4.jpg,Rotate 0
C:\work\Engineer_Big_Data_Analysis\data\old2\K-Deep-Fashion\패션 액세서리 착용 데이터\원천데이터\제품\귀걸이\KAER0531M000P00A5.jpg,Rotate 0
